goodForGroups,city,state,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Las Vegas,NV,2,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Las Vegas,NV,2,TRUE,none,,casual,1,FALSE,,,TRUE,FALSE,
1,Champaign,IL,3.5,FALSE,none,,casual,1,TRUE,TRUE,,FALSE,,
1,Chandler,AZ,3.5,TRUE,full_bar,very_loud,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Las Vegas,NV,4.5,TRUE,none,,,2,,TRUE,,,,
1,Las Vegas,NV,4.5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Charlotte,NC,4,TRUE,none,,,3,,,,FALSE,,
1,Charlotte,NC,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
0,Tempe,AZ,2.5,TRUE,none,,,1,,,,,,
1,Charlotte,NC,1.5,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,3.5,FALSE,none,,casual,,FALSE,,,,,
1,Phoenix,AZ,3,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,,
1,Phoenix,AZ,3.5,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,TRUE,,
0,Monona,WI,3.5,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,TRUE,
1,Pittsburgh,PA,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Las Vegas,NV,3,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Las Vegas,NV,3,TRUE,none,,,1,,FALSE,,,,
1,Homestead,PA,2.5,TRUE,full_bar,,casual,2,FALSE,,,FALSE,TRUE,
1,Charlotte,NC,4,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Urbana,IL,3,FALSE,full_bar,,casual,2,FALSE,FALSE,,FALSE,,
1,Montreal,QC,4,TRUE,full_bar,average,casual,3,FALSE,TRUE,no,TRUE,FALSE,
0,Scottsdale,AZ,3.5,TRUE,none,,,2,,TRUE,,TRUE,,
1,Las Vegas,NV,4,TRUE,none,average,casual,2,FALSE,,,FALSE,TRUE,
1,Montral,QC,3.5,TRUE,none,very_loud,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Montreal,QC,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,3.5,FALSE,full_bar,loud,dressy,3,FALSE,TRUE,yes,TRUE,TRUE,
1,Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,TRUE,,FALSE
1,Mesa,AZ,2.5,TRUE,none,,casual,2,TRUE,FALSE,,,,
1,Phoenix,AZ,2.5,TRUE,none,,casual,1,FALSE,,,,,
1,Madison,WI,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Montreal,QC,3,TRUE,none,,casual,2,,TRUE,,,,
1,Charlotte,NC,4,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,3.5,FALSE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Pittsburgh,PA,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,no,FALSE,FALSE,
0,Pittsburgh,PA,4.5,TRUE,none,,,3,,,,,,
1,Las Vegas,NV,4,TRUE,full_bar,loud,dressy,2,FALSE,TRUE,yes,FALSE,,FALSE
1,Scottsdale,AZ,3,FALSE,full_bar,average,casual,2,FALSE,,,TRUE,,
1,Phoenix,AZ,4.5,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,,FALSE,FALSE,FALSE
1,Chandler,AZ,3.5,FALSE,none,,casual,1,,TRUE,,TRUE,,TRUE
1,Charlotte,NC,3,FALSE,full_bar,,casual,2,,TRUE,,TRUE,,TRUE
1,Gilbert,AZ,4,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,3.5,FALSE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,TRUE
1,Phoenix,AZ,4.5,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
0,Gold Canyon,AZ,4,TRUE,none,,,2,,TRUE,,,,
1,Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,TRUE
1,Mesa,AZ,4,TRUE,none,,casual,1,FALSE,,,TRUE,TRUE,
0,Montral,QC,5,FALSE,none,,,2,,,,FALSE,,
1,Las Vegas,NV,3,FALSE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Lasswade,MLN,3.5,TRUE,full_bar,average,casual,2,,FALSE,outdoor,,,
0,Las Vegas,NV,3.5,TRUE,none,,,1,,,,FALSE,TRUE,
0,Scottsdale,AZ,5,TRUE,none,,,2,,,,,,
0,Pittsburgh,PA,3.5,TRUE,none,,,1,,,,,TRUE,
1,Indian Trail,NC,3,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Wickenburg,AZ,3,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Las Vegas,NV,3,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Mesa,AZ,3,FALSE,full_bar,very_loud,casual,1,TRUE,TRUE,,FALSE,TRUE,
0,Pittsburgh,PA,3.5,TRUE,none,,,2,FALSE,,,,,
0,Madison,WI,4,TRUE,none,,,2,,TRUE,,,,
1,Scottsdale,AZ,4,TRUE,beer_and_wine,average,casual,1,FALSE,,,FALSE,FALSE,
0,Edinburgh,EDH,4,TRUE,none,,,1,,,,,,
1,Edinburgh,EDH,4,TRUE,none,loud,casual,2,,FALSE,,FALSE,,TRUE
1,Avondale,AZ,1.5,TRUE,beer_and_wine,very_loud,casual,3,FALSE,FALSE,,FALSE,FALSE,
1,Mesa,AZ,4,TRUE,none,loud,casual,1,FALSE,FALSE,,TRUE,,
1,Fountain Hills,AZ,3.5,TRUE,full_bar,quiet,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,3.5,FALSE,full_bar,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Madison,WI,4.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,3,TRUE,none,,,1,FALSE,,,,,
0,Pittsburgh,PA,3.5,FALSE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,St Jacobs,ON,4.5,TRUE,none,,,2,,,,,,
1,Charlotte,NC,4,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,TRUE,TRUE,
1,Dollard-Des-Ormeaux,QC,3,TRUE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,FALSE,
1,Tempe,AZ,3,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
0,Phoenix,AZ,4.5,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Montral,QC,4,TRUE,full_bar,loud,,2,,,outdoor,TRUE,,
1,Gold Canyon,AZ,4,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Phoenix,AZ,1.5,TRUE,none,,,2,,,,,,
1,Charlotte,NC,4,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,3.5,TRUE,none,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,
0,Mesa,AZ,3,FALSE,none,,,1,,TRUE,,,,
0,Middleton,WI,4.5,TRUE,none,,,3,,,,,,
1,Swissvale,PA,3.5,TRUE,full_bar,loud,casual,2,FALSE,FALSE,no,FALSE,FALSE,
1,Midlothian,MLN,4.5,TRUE,full_bar,average,,2,,FALSE,outdoor,TRUE,,
1,Las Vegas,NV,2.5,TRUE,none,,casual,1,FALSE,,,FALSE,FALSE,
1,Pittsburgh,PA,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,TRUE
1,Las Vegas,NV,2.5,FALSE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,,
1,Pittsburgh,PA,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,
0,Las Vegas,NV,3.5,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Edinburgh,EDH,4.5,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,4,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,4,TRUE,full_bar,average,casual,1,FALSE,TRUE,no,FALSE,FALSE,
1,Charlotte,NC,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Mesa,AZ,4.5,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,TRUE,TRUE
1,Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,3.5,TRUE,none,,,1,,,,FALSE,,
1,Mesa,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Wickenburg,AZ,4.5,TRUE,none,quiet,casual,1,TRUE,TRUE,,TRUE,FALSE,
1,Pittsburgh,PA,4,TRUE,full_bar,average,,1,,TRUE,yes,FALSE,,
0,Edinburgh,EDH,4,TRUE,none,,casual,2,FALSE,,,TRUE,,
1,Chandler,AZ,4,TRUE,full_bar,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,4,FALSE,full_bar,,,4,,,yes,FALSE,,
0,Henderson,NV,3.5,TRUE,none,,,1,,,,,,
1,Edinburgh,EDH,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Phoenix,AZ,3.5,TRUE,none,,,2,,,,,,
1,Charlotte,NC,1.5,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Monona,WI,2,TRUE,full_bar,average,casual,2,,TRUE,,,,
1,Mesa,AZ,4,TRUE,beer_and_wine,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Matthews,NC,3.5,TRUE,none,,,2,,,,,,
1,Montral,QC,4,TRUE,full_bar,loud,,2,,TRUE,no,TRUE,,
1,Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Montreal,QC,2.5,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Paradise,NV,3,FALSE,none,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Pittsburgh,PA,5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Verdun,QC,4,TRUE,none,,casual,,,,,FALSE,,
0,Peoria,AZ,4,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,3.5,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,FALSE
0,Charlotte,NC,1,TRUE,none,average,casual,1,FALSE,,,TRUE,FALSE,
0,Montral,QC,4.5,TRUE,none,,casual,1,FALSE,,,TRUE,,
1,Scottsdale,AZ,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Madison,WI,3.5,TRUE,full_bar,very_loud,,2,,FALSE,no,FALSE,,
1,Las Vegas,NV,4.5,FALSE,beer_and_wine,,casual,2,FALSE,FALSE,,FALSE,,
1,Surprise,AZ,4,FALSE,beer_and_wine,,casual,1,FALSE,TRUE,,TRUE,,
1,Tempe,AZ,4,TRUE,full_bar,average,,1,,TRUE,outdoor,TRUE,,
1,Charlotte,NC,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,TRUE,
0,Las Vegas,NV,2.5,TRUE,none,,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Las Vegas,NV,4,TRUE,none,,,1,,,,,,
0,Mesa,AZ,4,TRUE,none,,,1,,TRUE,,FALSE,,
0,Phoenix,AZ,5,TRUE,none,,,1,,,,,,
1,Tempe,AZ,4,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,2.5,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Phoenix,AZ,5,TRUE,none,,,2,TRUE,,,,,
1,Edinburgh,EDH,3.5,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Urbana,IL,5,TRUE,none,,,1,,,,,,
1,Mesa,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,4.5,TRUE,none,,,1,,TRUE,,FALSE,,
0,Edinburgh,EDH,3.5,TRUE,none,,dressy,4,FALSE,,,TRUE,,
1,Mesa,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,TRUE,FALSE,
0,Mesa,AZ,3.5,FALSE,full_bar,average,casual,2,,,,TRUE,,
1,Pittsburgh,PA,4,TRUE,none,quiet,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,4,TRUE,beer_and_wine,average,casual,2,FALSE,,,FALSE,TRUE,
0,Pittsburgh,PA,4,TRUE,none,loud,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Scottsdale,AZ,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Madison,WI,4,FALSE,none,quiet,casual,2,,FALSE,,FALSE,,
1,Las Vegas,NV,4,TRUE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,FALSE,TRUE
1,Pittsburgh,PA,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Tempe,AZ,3,TRUE,full_bar,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,3.5,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,3.5,TRUE,none,,,2,,,,,,
1,Charlotte,NC,3.5,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,3,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Mesa,AZ,2.5,TRUE,none,,,,FALSE,,,,,
1,Phoenix,AZ,4,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Scottsdale,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Pittsburgh,PA,4,TRUE,none,average,casual,1,FALSE,,,FALSE,,
1,Las Vegas,NV,3.5,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Mesa,AZ,2.5,TRUE,none,,casual,,FALSE,FALSE,,,,
0,Maricopa,AZ,1,TRUE,none,,,,,,,,,
0,Montreal,QC,3.5,TRUE,none,,,1,,TRUE,,FALSE,,
1,Chandler,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,4,TRUE,full_bar,average,dressy,3,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,3.5,TRUE,none,loud,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Charlotte,NC,4,TRUE,beer_and_wine,average,,2,,,outdoor,FALSE,,
1,Edinburgh,EDH,3.5,TRUE,full_bar,,,2,,,outdoor,TRUE,,
1,Las Vegas,NV,3,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,TRUE
0,Las Vegas,NV,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Chandler,AZ,4,FALSE,none,quiet,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Queen Creek,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Mesa,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,4.5,TRUE,none,quiet,casual,1,,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,3.5,TRUE,full_bar,average,,2,,TRUE,yes,FALSE,,
0,Peoria,AZ,3.5,TRUE,none,,,,,,,,,
1,Phoenix,AZ,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Charlotte,NC,3,FALSE,none,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,3,TRUE,none,,casual,1,FALSE,FALSE,,,,
1,Charlotte,NC,3,FALSE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Litchfield Park,AZ,3.5,TRUE,full_bar,,,2,,,,TRUE,,
1,Charlotte,NC,3,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,,
1,Pittsburgh,PA,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Gilbert,AZ,3.5,FALSE,none,,,2,,,,,,
1,Tempe,AZ,3.5,TRUE,full_bar,average,,2,,TRUE,outdoor,TRUE,,
1,Henderson,NV,3.5,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Laval,QC,4.5,TRUE,none,,,2,,,,,,
1,Charlotte,NC,4,TRUE,full_bar,very_loud,,2,,,outdoor,TRUE,,
1,Scottsdale,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,FALSE
1,Las Vegas,NV,4.5,FALSE,beer_and_wine,quiet,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Peoria,AZ,3,TRUE,none,loud,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,4,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,TRUE
1,Phoenix,AZ,4,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Pittsburgh,PA,5,TRUE,none,quiet,casual,1,FALSE,,,FALSE,FALSE,
1,Phoenix,AZ,3.5,FALSE,full_bar,average,casual,1,FALSE,TRUE,,,TRUE,
1,Las Vegas,NV,4,TRUE,none,average,casual,1,FALSE,,,TRUE,,
1,Mesa,AZ,4.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,outdoor,FALSE,,
0,Las Vegas,NV,3,TRUE,none,,,2,,TRUE,,,,
0,Las Vegas,NV,3.5,TRUE,none,,,2,,,,,,
1,Montral,QC,4.5,TRUE,full_bar,very_loud,,3,,,,FALSE,,
0,Las Vegas,NV,4,FALSE,none,,,1,,,,,,
1,Las Vegas,NV,3,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Scottsdale,AZ,3,FALSE,full_bar,loud,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Tolleson,AZ,3.5,TRUE,beer_and_wine,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Glendale,AZ,4,TRUE,full_bar,loud,,1,,,outdoor,TRUE,,
0,Surprise,AZ,3.5,TRUE,none,,,2,,,,TRUE,,
1,Pittsburgh,PA,4,TRUE,full_bar,loud,,1,,FALSE,yes,TRUE,,
1,Phoenix,AZ,4,FALSE,none,average,casual,1,TRUE,TRUE,,TRUE,FALSE,
1,Montreal,QC,4.5,TRUE,full_bar,quiet,casual,2,TRUE,FALSE,,FALSE,,
1,Charlotte,NC,2,TRUE,full_bar,loud,,3,,TRUE,no,FALSE,,
1,Concord,NC,3.5,TRUE,full_bar,loud,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Montreal,QC,3,TRUE,none,,,1,,,,TRUE,,
1,Mesa,AZ,3.5,FALSE,beer_and_wine,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
0,Edinburgh,EDH,4.5,TRUE,none,,,3,,,,FALSE,,
0,Madison,WI,4.5,TRUE,none,,,2,,,,,,
1,Charlotte,NC,4,TRUE,full_bar,,,3,,FALSE,outdoor,TRUE,,
1,North Las Vegas,NV,4,TRUE,none,average,casual,1,FALSE,,,FALSE,TRUE,
1,Charlotte,NC,3,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Phoenix,AZ,2.5,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,4,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Montreal,QC,4,TRUE,full_bar,loud,,2,,,outdoor,FALSE,,
0,Montreal,QC,4.5,TRUE,none,loud,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Montreal,QC,4.5,TRUE,full_bar,quiet,casual,4,FALSE,TRUE,,FALSE,,
1,Scottsdale,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Madison,WI,3.5,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Mesa,AZ,1,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Homestead,PA,3,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,,
0,Charlotte,NC,3.5,TRUE,none,,,2,,,,,,
1,Mesa,AZ,4,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,3,TRUE,full_bar,quiet,,,,,,,,
1,Mesa,AZ,4.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Pittsburgh,PA,5,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Henderson,NV,4,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Verdun,QC,4.5,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Phoenix,AZ,4,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,3.5,FALSE,full_bar,average,casual,3,FALSE,TRUE,no,FALSE,,FALSE
0,Anthem,AZ,3,TRUE,none,,,1,,,,,,
1,Gilbert,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Surprise,AZ,3.5,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,3.5,TRUE,none,,,1,,,,,,
0,Phoenix,AZ,4,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,4,FALSE,none,average,casual,1,,,,FALSE,TRUE,
1,Las Vegas,NV,3,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
0,Middleton,WI,3.5,TRUE,none,,,1,,,,TRUE,,
1,Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,,,FALSE,FALSE,
1,Montral,QC,4,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,,
0,Edinburgh,EDH,3.5,TRUE,none,,,2,,,,FALSE,,
1,Phoenix,AZ,4.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Montral,QC,4,TRUE,full_bar,average,,1,,,outdoor,FALSE,,
1,Saint Laurent,QC,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Fountain Hills,AZ,4.5,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,3,TRUE,full_bar,loud,casual,2,FALSE,,,FALSE,,
1,Montreal,QC,3.5,TRUE,full_bar,average,casual,1,FALSE,TRUE,,FALSE,,
0,Edinburgh,EDH,4,FALSE,none,,,,,TRUE,,,,
1,Phoenix,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,TRUE,
0,Phoenix,AZ,4.5,FALSE,none,quiet,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Charlotte,NC,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Scottsdale,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Bellevue,PA,4.5,TRUE,none,,,1,,,,FALSE,,
0,Pittsburgh,PA,4.5,TRUE,none,,,2,,TRUE,,,,
1,Las Vegas,NV,4,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,FALSE,TRUE
1,Ste-Rose,QC,4,TRUE,none,average,casual,2,FALSE,,,TRUE,,
0,Glendale,AZ,2,FALSE,none,,,1,,,,,,
1,Charlotte,NC,3.5,TRUE,none,,casual,2,FALSE,,,FALSE,,
0,Las Vegas,NV,4.5,TRUE,none,,,2,,,,,,
0,El Mirage,AZ,3.5,TRUE,none,,,,FALSE,,,,,
1,Las Vegas,NV,3.5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Edinburgh,EDH,4.5,TRUE,none,,,2,,,outdoor,TRUE,,
0,Phoenix,AZ,2.5,TRUE,none,,,2,,,,,,
1,Mesa,AZ,2.5,TRUE,none,quiet,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,4.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,
1,Verdun,QC,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,,,TRUE,,
1,Las Vegas,NV,3.5,TRUE,full_bar,very_loud,casual,3,FALSE,FALSE,,FALSE,FALSE,
1,Glendale,AZ,3.5,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,2.5,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,4,TRUE,none,quiet,casual,1,FALSE,FALSE,,TRUE,,
0,Montral,QC,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,
0,Pittsburgh,PA,3,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Chandler,AZ,4,TRUE,none,,,2,,,,TRUE,,
0,Charlotte,NC,4,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Pittsburgh,PA,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,5,TRUE,full_bar,,casual,1,FALSE,FALSE,,FALSE,,
1,Phoenix,AZ,3,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,TRUE,
0,Montral,QC,3,TRUE,none,average,casual,,,TRUE,,FALSE,,
1,Henderson,NV,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
0,Tempe,AZ,4.5,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,4,TRUE,none,,casual,1,FALSE,,,TRUE,,
